season,tim,grup,role,role_asli,pemain,link,negara,catatan
10,Rebellion Zion,Subs,Roam,Roamer,VALL,/mobilelegends/Val,Indonesia,
10,Rebellion Zion,Former,Gold,Gold Lane,JiiSaa,/mobilelegends/JiiSaa,Indonesia,Left
10,Rebellion Zion,Staff,,,Cikoo,/mobilelegends/Cikoo,Indonesia,Coach
10,Rebellion Zion,Staff,,,Vivy,/mobilelegends/Vivy,Indonesia,Analyst
10,RRQ Hoshi,Main,EXP,EXP Lane,R7,/mobilelegends/R7,Indonesia,
10,RRQ Hoshi,Main,Jungle,Jungler,Alberttt,/mobilelegends/Alberttt,Indonesia,
10,RRQ Hoshi,Main,Mid,Middle,Clayyy,/mobilelegends/Clayyy,Indonesia,
10,RRQ Hoshi,Main,Gold,Gold Lane,Skylar,/mobilelegends/Skylar,Indonesia,
10,RRQ Hoshi,Main,Roam,Roamer,VYN,/mobilelegends/VYN,Indonesia,
10,RRQ Hoshi,Subs,EXP,EXP Lane,Banana,/mobilelegends/Banana,Indonesia,
10,RRQ Hoshi,Subs,Mid,Middle,Lemon,/mobilelegends/Lemon,Indonesia,
10,RRQ Hoshi,Former,Mid,Middle,Psychoo,/mobilelegends/Psychoo,Indonesia,Left
10,RRQ Hoshi,Former,Roam,Roamer,Violence,/mobilelegends/Violence,Indonesia,Left
10,RRQ Hoshi,Staff,,,Fiel,/mobilelegends/Fiel,Philippines,Head Coach
10,RRQ Hoshi,Staff,,,Arcadia,/mobilelegends/Arcadia,Indonesia,Assistant Coach
10,RRQ Hoshi,Staff,,,Acil,/mobilelegends/Adi,Indonesia,Analyst
11,Alter Ego,Main,EXP,EXP Lane,PAI,/mobilelegends/Pai,Indonesia,
11,Alter Ego,Main,Jungle,Jungler,Celiboy,/mobilelegends/Celiboy,Indonesia,
11,Alter Ego,Main,Mid,Middle,Udil,/mobilelegends/Udil,Indonesia,
11,Alter Ego,Main,Gold,Gold Lane,Nino,/mobilelegends/Nino,Indonesia,
11,Alter Ego,Main,Roam,Roamer,Rasy,/mobilelegends/Rasy,Indonesia,
11,Alter Ego,Subs,Jungle,Jungler,KidsZ,/mobilelegends/KidsZ,Indonesia,
11,Alter Ego,Subs,Gold,Gold Lane,R a i z e L,/mobilelegends/RaizeL,Indonesia,
11,Alter Ego,Subs,Roam,Roamer,Psychoo,/mobilelegends/Psychoo,Indonesia,
11,Alter Ego,Staff,,,Nafari,/mobilelegends/Nafari,Indonesia,Head Coach
11,Alter Ego,Staff,,,Caesius,/mobilelegends/Caesius,Indonesia,Assistant Coach
11,Alter Ego,Staff,,,Arss,/mobilelegends/Arss,Indonesia,Analyst
11,AURA Fire,Main,EXP,EXP Lane,Fluffy,/mobilelegends/Fluffy,Indonesia,
11,AURA Fire,Main,Jungle,Jungler,VAN,/mobilelegends/VAN,Indonesia,
11,AURA Fire,Main,Mid,Middle,FACEHUGGER,/mobilelegends/Facehugger,Indonesia,
11,AURA Fire,Main,Gold,Gold Lane,Kabuki,/mobilelegends/Kabuki,Indonesia,
11,AURA Fire,Main,Roam,Roamer,god1va,/mobilelegends/God1va,Indonesia,
11,AURA Fire,Subs,Gold,Gold Lane,Caid,/mobilelegends/Caid,Indonesia,
11,AURA Fire,Subs,Flex,Flex,H i g h,/mobilelegends/High,Indonesia,
11,AURA Fire,Staff,,,Reza,/mobilelegends/Pahlevi,Indonesia,Coach
11,AURA Fire,Staff,,,CL,/mobilelegends/index.php?title=CL&action=edit&redlink=1,Indonesia,Analyst
11,Bigetron Alpha,Main,EXP,EXP Lane,Xorizo,/mobilelegends/Xorizo,Indonesia,
11,Bigetron Alpha,Main,Jungle,Jungler,Super KENN,/mobilelegends/Super_Kenn,Indonesia,
11,Bigetron Alpha,Main,Mid,Middle,Morenoo,/mobilelegends/Moreno,Indonesia,
11,Bigetron Alpha,Main,Gold,Gold Lane,Saken,/mobilelegends/Saken,Indonesia,
11,Bigetron Alpha,Main,Roam,Roamer,Kyy,/mobilelegends/Kyy,Indonesia,
11,Bigetron Alpha,Subs,EXP,EXP Lane,VyrNoCure,/mobilelegends/VyrNoCure,Indonesia,
11,Bigetron Alpha,Subs,Jungle,Jungler,Maxxx,/mobilelegends/Maxx,Indonesia,
11,Bigetron Alpha,Subs,Mid,Middle,Gamora,/mobilelegends/Gamora,Indonesia,
11,Bigetron Alpha,Subs,Gold,Gold Lane,Markyyyyy,/mobilelegends/Markyyyyy,Philippines,
11,Bigetron Alpha,Former,Jungle,Jungler,Just Garrr,/mobilelegends/Just_Garrr,Indonesia,Left
11,Bigetron Alpha,Staff,,,Razeboy,/mobilelegends/Razeboy,Indonesia,Head Coach
11,Bigetron Alpha,Staff,,,Aldo,/mobilelegends/Aldo,Indonesia,Assistant Coach
11,Bigetron Alpha,Staff,,,Pauloxpert,/mobilelegends/Pauuu,Philippines,Technical Coach
11,EVOS Legends,Main,EXP,EXP Lane,Saykots,/mobilelegends/Saykots,Indonesia,
11,EVOS Legends,Main,Jungle,Jungler,Tazz,/mobilelegends/Tazz,Indonesia,
11,EVOS Legends,Main,Mid,Middle,Hijumee,/mobilelegends/Hijumee,Indonesia,
11,EVOS Legends,Main,Gold,Gold Lane,Branz,/mobilelegends/Branz,Indonesia,
11,EVOS Legends,Main,Roam,Roamer,DreamS,/mobilelegends/Dreams,Indonesia,
11,EVOS Legends,Subs,EXP,EXP Lane,Pendragon,/mobilelegends/Pendragon,Indonesia,
11,EVOS Legends,Subs,EXP,EXP Lane,Dlar,/mobilelegends/Dlar,Philippines,DNP
11,EVOS Legends,Subs,Jungle,Jungler,Ferxiic,/mobilelegends/Ferxiic,Indonesia,
11,EVOS Legends,Staff,,,Age,/mobilelegends/Age,Indonesia,Coach
11,EVOS Legends,Staff,,,TaxStump,/mobilelegends/TaxStump,Indonesia,Analyst
11,Geek Slate,Main,EXP,EXP Lane,LUKE,/mobilelegends/Luke,Indonesia,
11,Geek Slate,Main,Jungle,Jungler,Janaaqt,/mobilelegends/Hadess,Philippines,
11,Geek Slate,Main,Mid,Middle,Aboy,/mobilelegends/A_B_O_Y,Indonesia,
11,Geek Slate,Main,Gold,Gold Lane,Caderaa,/mobilelegends/Caderaa,Indonesia,
11,Geek Slate,Main,Roam,Roamer,Baloyskie,/mobilelegends/Baloyskie,Philippines,
11,Geek Slate,Subs,EXP,EXP Lane,Matt,/mobilelegends/Matt,Indonesia,
11,Geek Slate,Staff,,,Renz,/mobilelegends/Renz,Indonesia,Coach
11,ONIC,Main,EXP,EXP Lane,Butsss,/mobilelegends/Butss,Indonesia,
11,ONIC,Main,Jungle,Jungler,Kairi,/mobilelegends/Kairi,Philippines,
11,ONIC,Main,Mid,Middle,S A N Z,/mobilelegends/S_A_N_Z,Indonesia,
11,ONIC,Main,Gold,Gold Lane,CW,/mobilelegends/CW,Indonesia,
11,ONIC,Main,Roam,Roamer,Kiboy,/mobilelegends/Kiboy,Indonesia,
11,ONIC,Subs,Mid,Middle,Drian,/mobilelegends/Drian,Indonesia,
11,ONIC,Subs,Roam,Roamer,SamoHt,/mobilelegends/SamoHt,Indonesia,DNP
11,ONIC,Staff,,,Yeb,/mobilelegends/Yeb,Philippines,Head Coach
11,ONIC,Staff,,,Adi,/mobilelegends/Adi,Indonesia,Analyst
11,Rebellion Zion,Main,EXP,EXP Lane,Karss,/mobilelegends/Karss,Indonesia,
11,Rebellion Zion,Main,Jungle,Jungler,Vincentt,/mobilelegends/Vincentt,Indonesia,
11,Rebellion Zion,Main,Mid,Middle,Swaylow,/mobilelegends/SwayLow,Indonesia,
11,Rebellion Zion,Main,Gold,Gold Lane,Haiz,/mobilelegends/Haiz,Indonesia,
11,Rebellion Zion,Main,Roam,Roamer,Widjanarko,/mobilelegends/Widjanarko,Indonesia,
11,Rebellion Zion,Subs,EXP,EXP Lane,Bigmac,/mobilelegends/index.php?title=Bigmac&action=edit&redlink=1,Indonesia,
11,Rebellion Zion,Former,EXP,EXP Lane,SAEP,/mobilelegends/SAEP,Indonesia,Left
11,Rebellion Zion,Staff,,,Cikoo,/mobilelegends/Cikoo,Indonesia,Coach
11,Rebellion Zion,Staff,,,Vivy,/mobilelegends/Vivy,Indonesia,Analyst
11,Rex Regum Qeon,Main,EXP,EXP Lane,Lemon,/mobilelegends/Lemon,Indonesia,
11,Rex Regum Qeon,Main,Jungle,Jungler,Alberttt,/mobilelegends/Alberttt,Indonesia,
11,Rex Regum Qeon,Main,Mid,Middle,Clayyy,/mobilelegends/Clayyy,Indonesia,
11,Rex Regum Qeon,Main,Gold,Gold Lane,Skylar,/mobilelegends/Skylar,Indonesia,
11,Rex Regum Qeon,Main,Roam,Roamer,VYN,/mobilelegends/VYN,Indonesia,
11,Rex Regum Qeon,Subs,EXP,EXP Lane,Banana,/mobilelegends/Banana,Indonesia,
11,Rex Regum Qeon,Subs,Mid,Middle,RENBO,/mobilelegends/Renbo,Indonesia,
11,Rex Regum Qeon,Former,,,Arcadia,/mobilelegends/Arcadia,Philippines,Left
11,Rex Regum Qeon,Former,,,Fiel,/mobilelegends/Fiel,Indonesia,Left
11,Rex Regum Qeon,Staff,,,Bangduk,/mobilelegends/Bangduk,Indonesia,Coach
11,Rex Regum Qeon,Staff,,,Rave,/mobilelegends/Rave,Indonesia,Analyst
12,Alter Ego,Main,EXP,EXP Lane,PAI,/mobilelegends/Pai,Indonesia,
12,Alter Ego,Main,Jungle,Jungler,Celiboy,/mobilelegends/Celiboy,Indonesia,
12,Alter Ego,Main,Mid,Middle,Udil,/mobilelegends/Udil,Indonesia,
12,Alter Ego,Main,Gold,Gold Lane,Nino,/mobilelegends/Nino,Indonesia,
12,Alter Ego,Main,Roam,Roamer,Rasy,/mobilelegends/Rasy,Indonesia,
12,Alter Ego,Subs,Jungle,Jungler,Variety,/mobilelegends/Variety,Indonesia,DNP
12,Alter Ego,Subs,Roam,Roamer,Rekt,/mobilelegends/Rekt,Indonesia,
12,Alter Ego,Staff,,,Caesius,/mobilelegends/Caesius,Indonesia,Head Coach
12,Alter Ego,Staff,,,Nafari,/mobilelegends/Nafari,Indonesia,Analyst
12,Alter Ego,Staff,,,Arss,/mobilelegends/Arss,Indonesia,Analyst
12,AURA Fire,Main,EXP,EXP Lane,Aran,/mobilelegends/Aran,Indonesia,
12,AURA Fire,Main,Jungle,Jungler,VAN,/mobilelegends/VAN,Indonesia,
12,AURA Fire,Main,Mid,Middle,Syn,/mobilelegends/Yehezkiel,Indonesia,
12,AURA Fire,Main,Gold,Gold Lane,Kabuki,/mobilelegends/Kabuki,Indonesia,
12,AURA Fire,Main,Roam,Roamer,High,/mobilelegends/High,Indonesia,
12,AURA Fire,Subs,EXP,EXP Lane,Kimura,/mobilelegends/Kimura,Indonesia,
12,AURA Fire,Subs,Mid,Middle,Facehugger,/mobilelegends/Facehugger,Indonesia,
12,AURA Fire,Subs,Roam,Roamer,SamoHT,/mobilelegends/SamoHt,Indonesia,
12,AURA Fire,Staff,,,Pahlevi,/mobilelegends/Pahlevi,Indonesia,Coach
12,AURA Fire,Staff,,,SaintDeLucaz,/mobilelegends/SaintDeLucaz,Indonesia,Coach
12,Bigetron Alpha,Main,EXP,EXP Lane,Xorizo,/mobilelegends/Xorizo,Indonesia,
12,Bigetron Alpha,Main,Jungle,Jungler,Kenn,/mobilelegends/Super_Kenn,Indonesia,
12,Bigetron Alpha,Main,Mid,Middle,Morenoo,/mobilelegends/Moreno,Indonesia,
12,Bigetron Alpha,Main,Gold,Gold Lane,Xyve,/mobilelegends/Xyve,Indonesia,
12,Bigetron Alpha,Main,Roam,Roamer,Kyy,/mobilelegends/Kyy,Indonesia,
12,Bigetron Alpha,Subs,EXP,EXP Lane,Narashi,/mobilelegends/Narashi,Indonesia,
12,Bigetron Alpha,Subs,Roam,Roamer,VYN,/mobilelegends/VYN,Indonesia,
12,Bigetron Alpha,Former,Gold,Gold Lane,Saken,/mobilelegends/Saken,Indonesia,Left
12,Bigetron Alpha,Staff,,,Aldo,/mobilelegends/Aldo,Indonesia,Head Coach
12,Bigetron Alpha,Staff,,,Razeboy,/mobilelegends/Razeboy,Indonesia,Analyst
12,Bigetron Alpha,Staff,,,Falah,/mobilelegends/Falah,Indonesia,Coach
12,Dewa United Esports,Main,EXP,EXP Lane,Dyx0n,/mobilelegends/Dyx0n,Indonesia,
12,Dewa United Esports,Main,Jungle,Jungler,Lanaya,/mobilelegends/Lanaya,Indonesia,
12,Dewa United Esports,Main,Mid,Middle,Keyz,/mobilelegends/Keyz,Indonesia,
12,Dewa United Esports,Main,Gold,Gold Lane,Watt,/mobilelegends/Watt,Indonesia,
12,Dewa United Esports,Main,Roam,Roamer,Shacco,/mobilelegends/Shacco,Indonesia,
12,Dewa United Esports,Subs,EXP,EXP Lane,Pendragon,/mobilelegends/Pendragon,Indonesia,
12,Dewa United Esports,Subs,Jungle,Jungler,Reyy,/mobilelegends/Reyy,Indonesia,
12,Dewa United Esports,Subs,Roam,Roamer,LeoMurphy,/mobilelegends/Leomurphy,Indonesia,
12,Dewa United Esports,Staff,,,Jacklee,/mobilelegends/Jacklee,Indonesia,Head Coach
12,Dewa United Esports,Staff,,,Paddington,/mobilelegends/Paddington,Indonesia,Analyst
12,EVOS Legends,Main,EXP,EXP Lane,Veldora,/mobilelegends/Vell,Indonesia,
12,EVOS Legends,Main,Jungle,Jungler,Sutsujin,/mobilelegends/Sutsujin,Indonesia,
12,EVOS Legends,Main,Mid,Middle,Cr1te,/mobilelegends/Cr1te,Indonesia,
12,EVOS Legends,Main,Gold,Gold Lane,Branz,/mobilelegends/Branz,Indonesia,
12,EVOS Legends,Main,Roam,Roamer,VaanStrong,/mobilelegends/Ivann,Indonesia,
12,EVOS Legends,Subs,EXP,EXP Lane,Fluffy,/mobilelegends/Fluffy,Indonesia,
12,EVOS Legends,Subs,Jungle,Jungler,Tazz,/mobilelegends/Tazz,Indonesia,
12,EVOS Legends,Subs,Gold,Gold Lane,Douma,/mobilelegends/Erlan,Indonesia,
12,EVOS Legends,Former,EXP,EXP Lane,Dlar,/mobilelegends/Dlar,Philippines,Left
12,EVOS Legends,Former,Mid,Middle,Hijumee,/mobilelegends/Hijumee,Indonesia,Left
12,EVOS Legends,Former,Roam,Roamer,DreamS,/mobilelegends/Dreams,Indonesia,Left
12,EVOS Legends,Staff,,,Age,/mobilelegends/Age,Indonesia,Head Coach
12,EVOS Legends,Staff,,,Caleb,/mobilelegends/Caleb,Indonesia,Assistant Coach
12,EVOS Legends,Staff,,,TaxStump,/mobilelegends/TaxStump,Indonesia,Analyst
12,Geek Fam ID,Main,EXP,EXP Lane,Luke,/mobilelegends/Luke,Indonesia,
12,Geek Fam ID,Main,Jungle,Jungler,Nnael,/mobilelegends/Nnael,Indonesia,
12,Geek Fam ID,Main,Mid,Middle,Aboy,/mobilelegends/A_B_O_Y,Indonesia,
12,Geek Fam ID,Main,Gold,Gold Lane,Markyyyyy,/mobilelegends/Markyyyyy,Philippines,
12,Geek Fam ID,Main,Roam,Roamer,Baloyskie,/mobilelegends/Baloyskie,Philippines,
12,Geek Fam ID,Subs,Gold,Gold Lane,Caderaa,/mobilelegends/Caderaa,Indonesia,
12,Geek Fam ID,Former,,,Renz,/mobilelegends/Renz,Indonesia,Left
12,Geek Fam ID,Staff,,,Ervan,/mobilelegends/Erpang,Indonesia,Coach
12,ONIC,Main,EXP,EXP Lane,Butsss,/mobilelegends/Butss,Indonesia,
12,ONIC,Main,Jungle,Jungler,Kairi,/mobilelegends/Kairi,Philippines,
12,ONIC,Main,Mid,Middle,Sanz,/mobilelegends/S_A_N_Z,Indonesia,
12,ONIC,Main,Gold,Gold Lane,CW,/mobilelegends/CW,Indonesia,
12,ONIC,Main,Roam,Roamer,Kiboy,/mobilelegends/Kiboy,Indonesia,
12,ONIC,Subs,Flex,Flex,Drian,/mobilelegends/Drian,Indonesia,
12,ONIC,Subs,Flex,Flex,Alberttt,/mobilelegends/Alberttt,Indonesia,
12,ONIC,Staff,,,Yeb,/mobilelegends/Yeb,Philippines,Head Coach
12,ONIC,Staff,,,Adi,/mobilelegends/Adi,Indonesia,Analyst
12,Rebellion Zion,Main,EXP,EXP Lane,Karss,/mobilelegends/Karss,Indonesia,
12,Rebellion Zion,Main,Jungle,Jungler,Vincentt,/mobilelegends/Vincentt,Indonesia,
12,Rebellion Zion,Main,Mid,Middle,SwayLow,/mobilelegends/SwayLow,Indonesia,
12,Rebellion Zion,Main,Gold,Gold Lane,Haiz,/mobilelegends/Haiz,Indonesia,
12,Rebellion Zion,Main,Roam,Roamer,AudyTzy,/mobilelegends/AudyTzy,Indonesia,
12,Rebellion Zion,Subs,Mid,Middle,Renbuu,/mobilelegends/Renbuu,Indonesia,
12,Rebellion Zion,Staff,,,Cikoo,/mobilelegends/Cikoo,Indonesia,Head Coach
12,Rebellion Zion,Staff,,,Vivy,/mobilelegends/Vivy,Indonesia,Analyst
12,Rex Regum Qeon,Main,EXP,EXP Lane,Banana,/mobilelegends/Banana,Indonesia,
12,Rex Regum Qeon,Main,Jungle,Jungler,Ferxiic,/mobilelegends/Ferxiic,Indonesia,
12,Rex Regum Qeon,Main,Mid,Middle,Clay,/mobilelegends/Clayyy,Indonesia,
12,Rex Regum Qeon,Main,Gold,Gold Lane,Skylar,/mobilelegends/Skylar,Indonesia,
12,Rex Regum Qeon,Main,Roam,Roamer,Naomi,/mobilelegends/Naomi,Myanmar,
12,Rex Regum Qeon,Subs,EXP,EXP Lane,Dyrennn,/mobilelegends/Dyrennn,Indonesia,
12,Rex Regum Qeon,Subs,Mid,Middle,Lemon,/mobilelegends/Lemon,Indonesia,
12,Rex Regum Qeon,Subs,Gold,Gold Lane,Xinnn,/mobilelegends/XINNN,Indonesia,DNP
12,Rex Regum Qeon,Former,Flex,Flex,Cipuy,/mobilelegends/Renbo,Indonesia,Left
12,Rex Regum Qeon,Staff,,,Zaya,/mobilelegends/Sayargyi,Myanmar,Head Coach
12,Rex Regum Qeon,Staff,,,Rave,/mobilelegends/Rave,Indonesia,Analyst
13,Alter Ego,Main,EXP,EXP Lane,Pai,/mobilelegends/Pai,Indonesia,
13,Alter Ego,Main,Jungle,Jungler,Tazz,/mobilelegends/Tazz,Indonesia,
13,Alter Ego,Main,Mid,Middle,Cr1te,/mobilelegends/Cr1te,Indonesia,
13,Alter Ego,Main,Gold,Gold Lane,Nino,/mobilelegends/Nino,Indonesia,
13,Alter Ego,Main,Roam,Roamer,Rasy,/mobilelegends/Rasy,Indonesia,
13,Alter Ego,Subs,EXP,EXP Lane,Munsters,/mobilelegends/Munsters,Indonesia,DNP
13,Alter Ego,Subs,Mid,Middle,Celiboy,/mobilelegends/Celiboy,Indonesia,
13,Alter Ego,Subs,Gold,Gold Lane,Haiz,/mobilelegends/Haiz,Indonesia,
13,Alter Ego,Subs,Roam,Roamer,R E K T,/mobilelegends/Rekt,Indonesia,
13,Alter Ego,Former,Mid,Middle,RoundeL,/mobilelegends/RoundeL,Indonesia,Left
13,Alter Ego,Staff,,,Nafari,/mobilelegends/Nafari,Indonesia,Head Coach
13,Alter Ego,Staff,,,Arss,/mobilelegends/Arss,Indonesia,Assistant Coach
13,Alter Ego,Staff,,,Aldo,/mobilelegends/Aldo,Indonesia,Analyst
13,Liquid Aura,Main,EXP,EXP Lane,Aran,/mobilelegends/Aran,Indonesia,
13,Liquid Aura,Main,Jungle,Jungler,Gugun,/mobilelegends/Gugun,Indonesia,
13,Liquid Aura,Main,Mid,Middle,YehezKiel,/mobilelegends/Yehezkiel,Indonesia,
13,Liquid Aura,Main,Gold,Gold Lane,Kabuki,/mobilelegends/Kabuki,Indonesia,
13,Liquid Aura,Main,Roam,Roamer,Yawi,/mobilelegends/Yawi,Philippines,
13,Liquid Aura,Subs,Jungle,Jungler,High,/mobilelegends/High,Indonesia,DNP
13,Liquid Aura,Staff,,,SaintDeLucaz,/mobilelegends/SaintDeLucaz,Indonesia,Head Coach
13,Liquid Aura,Staff,,,Pahlevi,/mobilelegends/Pahlevi,Indonesia,Assistant Coach
13,Liquid Aura,Staff,,,Facehugger,/mobilelegends/Facehugger,Indonesia,Analyst
13,Bigetron Alpha,Main,EXP,EXP Lane,Xorizo,/mobilelegends/Xorizo,Indonesia,
13,Bigetron Alpha,Main,Jungle,Jungler,Kenn,/mobilelegends/Super_Kenn,Indonesia,
13,Bigetron Alpha,Main,Mid,Middle,Moreno,/mobilelegends/Moreno,Indonesia,
13,Bigetron Alpha,Main,Gold,Gold Lane,EMANN,/mobilelegends/EMANN,Philippines,
13,Bigetron Alpha,Main,Roam,Roamer,Kyy,/mobilelegends/Kyy,Indonesia,
13,Bigetron Alpha,Subs,EXP,EXP Lane,Lord JM,/mobilelegends/JM,Philippines,
13,Bigetron Alpha,Former,Roam,Roamer,VYN,/mobilelegends/VYN,Indonesia,Left
13,Bigetron Alpha,Former,,,Falah,/mobilelegends/Falah,Indonesia,Left
13,Bigetron Alpha,Staff,,,Khezcute,/mobilelegends/Khezcute,Indonesia,Head Coach
13,Bigetron Alpha,Staff,,,Razeboy,/mobilelegends/Razeboy,Indonesia,Assistant Coach
13,Bigetron Alpha,Staff,,,NMM,/mobilelegends/NMM,Indonesia,Analyst
13,Dewa United Esports,Main,EXP,EXP Lane,Dyx0n,/mobilelegends/Dyx0n,Indonesia,
13,Dewa United Esports,Main,Jungle,Jungler,Garry,/mobilelegends/Just_Garrr,Indonesia,
13,Dewa United Esports,Main,Mid,Middle,Keyz,/mobilelegends/Keyz,Indonesia,
13,Dewa United Esports,Main,Gold,Gold Lane,Watt,/mobilelegends/Watt,Indonesia,
13,Dewa United Esports,Main,Roam,Roamer,Drian,/mobilelegends/Drian,Indonesia,
13,Dewa United Esports,Subs,EXP,EXP Lane,Kimura,/mobilelegends/Kimura,Indonesia,
13,Dewa United Esports,Subs,Jungle,Jungler,Lanaya,/mobilelegends/Lanaya,Indonesia,
13,Dewa United Esports,Subs,Roam,Roamer,Shacco,/mobilelegends/Shacco,Indonesia,DNP
13,Dewa United Esports,Staff,,,Caesius,/mobilelegends/Caesius,Indonesia,Coach
13,Dewa United Esports,Staff,,,Jacklee,/mobilelegends/Jacklee,Indonesia,Analyst
13,EVOS Glory,Main,EXP,EXP Lane,Fluffy,/mobilelegends/Fluffy,Indonesia,
13,EVOS Glory,Main,Jungle,Jungler,Anavel,/mobilelegends/Anavel,Indonesia,
13,EVOS Glory,Main,Mid,Middle,Claw Kun,/mobilelegends/Claw_Kun,Indonesia,
13,EVOS Glory,Main,Gold,Gold Lane,Branz,/mobilelegends/Branz,Indonesia,
13,EVOS Glory,Main,Roam,Roamer,DreamS,/mobilelegends/Dreams,Indonesia,
13,EVOS Glory,Subs,Jungle,Jungler,VAN,/mobilelegends/VAN,Indonesia,
13,EVOS Glory,Subs,Gold,Gold Lane,Natco,/mobilelegends/Natco,Indonesia,
13,EVOS Glory,Subs,Gold,Gold Lane,Super Red,/mobilelegends/Super_Red,Philippines,
13,EVOS Glory,Subs,Roam,Roamer,Panser,/mobilelegends/Panser,Indonesia,DNP
13,EVOS Glory,Former,EXP,EXP Lane,Veldora,/mobilelegends/Vell,Indonesia,Left
13,EVOS Glory,Former,Mid,Middle,Warlord,/mobilelegends/Warlord,Indonesia,Left
13,EVOS Glory,Former,Gold,Gold Lane,Alditto,/mobilelegends/index.php?title=Alditto&action=edit&redlink=1,Indonesia,Left
13,EVOS Glory,Former,Roam,Roamer,VaanStrong,/mobilelegends/Ivann,Indonesia,Left
13,EVOS Glory,Staff,,,G,/mobilelegends/G,Indonesia,Head Coach
13,EVOS Glory,Staff,,,Caleb,/mobilelegends/Caleb,Indonesia,Assistant Coach
13,EVOS Glory,Staff,,,Age,/mobilelegends/Age,Indonesia,Assistant Coach
13,EVOS Glory,Staff,,,Theo,/mobilelegends/Theo,Philippines,Analyst
13,Geek Fam ID,Main,EXP,EXP Lane,Luke,/mobilelegends/Luke,Indonesia,
13,Geek Fam ID,Main,Jungle,Jungler,Reyy,/mobilelegends/Reyy,Indonesia,
13,Geek Fam ID,Main,Mid,Middle,Aboy,/mobilelegends/A_B_O_Y,Indonesia,
13,Geek Fam ID,Main,Gold,Gold Lane,Caderaa,/mobilelegends/Caderaa,Indonesia,
13,Geek Fam ID,Main,Roam,Roamer,Baloyskie,/mobilelegends/Baloyskie,Philippines,
13,Geek Fam ID,Subs,Jungle,Jungler,Hazle,/mobilelegends/Hazle,Indonesia,
13,Geek Fam ID,Subs,Gold,Gold Lane,Markyyyyy,/mobilelegends/Markyyyyy,Philippines,
13,Geek Fam ID,Staff,,,Bluffzy,/mobilelegends/Bluffzy,Philippines,Head Coach
13,Geek Fam ID,Staff,,,Wuraaaah,/mobilelegends/Wuraaaah,Philippines,Assistant Coach
13,Fnatic ONIC,Main,EXP,EXP Lane,Lutpiii,/mobilelegends/Lutpiii,Indonesia,
13,Fnatic ONIC,Main,Jungle,Jungler,Kairi,/mobilelegends/Kairi,Philippines,
13,Fnatic ONIC,Main,Mid,Middle,Sanz,/mobilelegends/S_A_N_Z,Indonesia,
13,Fnatic ONIC,Main,Gold,Gold Lane,CW,/mobilelegends/CW,Indonesia,
13,Fnatic ONIC,Main,Roam,Roamer,Kiboy,/mobilelegends/Kiboy,Indonesia,
13,Fnatic ONIC,Subs,EXP,EXP Lane,Butsss,/mobilelegends/Butss,Indonesia,
13,Fnatic ONIC,Subs,Gold,Gold Lane,Alberttt,/mobilelegends/Alberttt,Indonesia,
13,Fnatic ONIC,Staff,,,Yeb,/mobilelegends/Yeb,Philippines,Head Coach
13,Fnatic ONIC,Staff,,,Adi,/mobilelegends/Adi,Indonesia,Coach
13,Rebellion Esports,Main,EXP,EXP Lane,Karss,/mobilelegends/Karss,Indonesia,
13,Rebellion Esports,Main,Jungle,Jungler,Vincentt,/mobilelegends/Vincentt,Indonesia,
13,Rebellion Esports,Main,Mid,Middle,SwayLow,/mobilelegends/SwayLow,Indonesia,
13,Rebellion Esports,Main,Gold,Gold Lane,Deee,/mobilelegends/Deee,Indonesia,
13,Rebellion Esports,Main,Roam,Roamer,AudyTzy,/mobilelegends/AudyTzy,Indonesia,
13,Rebellion Esports,Subs,Gold,Gold Lane,Moai,/mobilelegends/Moai,Indonesia,
13,Rebellion Esports,Staff,,,Cikoo,/mobilelegends/Cikoo,Indonesia,Coach
13,Rebellion Esports,Staff,,,Vivy,/mobilelegends/Vivy,Indonesia,Analyst
13,RRQ Hoshi,Main,EXP,EXP Lane,Donn,/mobilelegends/Donn,Indonesia,
13,RRQ Hoshi,Main,Jungle,Jungler,Irrad,/mobilelegends/Irrad,Philippines,
13,RRQ Hoshi,Main,Mid,Middle,Clay,/mobilelegends/Clayyy,Indonesia,
13,RRQ Hoshi,Main,Gold,Gold Lane,Skylar,/mobilelegends/Skylar,Indonesia,
13,RRQ Hoshi,Main,Roam,Roamer,VYN,/mobilelegends/VYN,Indonesia,
13,RRQ Hoshi,Subs,EXP,EXP Lane,Banana,/mobilelegends/Banana,Indonesia,
13,RRQ Hoshi,Subs,Jungle,Jungler,Ferxiic,/mobilelegends/Ferxiic,Indonesia,
13,RRQ Hoshi,Subs,Mid,Middle,Lemon,/mobilelegends/Lemon,Indonesia,
13,RRQ Hoshi,Subs,Gold,Gold Lane,Bunnyqt,/mobilelegends/Bunnyqt,Indonesia,
13,RRQ Hoshi,Subs,Roam,Roamer,Brusko,/mobilelegends/Brusko,Philippines,
13,RRQ Hoshi,Former,Mid,Middle,Octa,/mobilelegends/Octa,Indonesia,Left
13,RRQ Hoshi,Staff,,,Vren,/mobilelegends/Vren,Philippines,Head Coach
13,RRQ Hoshi,Staff,,,Zaya,/mobilelegends/Sayargyi,Myanmar,Assistant Coach
14,Alter Ego,Main,EXP,EXP Lane,Nino,/mobilelegends/Nino,Indonesia,
