season,week,day,timestamp,tim1,kode1,skor1,skor2,kode2,tim2,status,mvp,mvp_link,mvp_kode
11,4,2,1678518000,Geek Fam ID,GEEK,2,1,AURA,AURA Fire,selesai,LUKE,/mobilelegends/Luke,GEEK
11,4,2,1678528800,ONIC,ONIC,2,0,BTR,Bigetron by Vitality,selesai,CW,/mobilelegends/CW,ONIC
11,4,2,1678539600,EVOS,EVOS,2,0,RBL,Rebellion Esports,selesai,Hijumee,/mobilelegends/Hijumee,EVOS
11,4,3,1678608000,ONIC,ONIC,2,1,GEEK,Geek Fam ID,selesai,S A N Z,/mobilelegends/S_A_N_Z,ONIC
11,4,3,1678618800,Bigetron by Vitality,BTR,2,1,RRQ,RRQ Hoshi,selesai,Kyy,/mobilelegends/Kyy,BTR
11,5,1,1679036400,Geek Fam ID,GEEK,2,0,EVOS,EVOS,selesai,Baloyskie,/mobilelegends/Baloyskie,GEEK
11,5,1,1679047200,AURA Fire,AURA,0,2,BTR,Bigetron by Vitality,selesai,Morenoo,/mobilelegends/Moreno,BTR
11,5,1,1679058000,RRQ Hoshi,RRQ,2,1,ONIC,ONIC,selesai,Clayyy,/mobilelegends/Clayyy,RRQ
11,5,2,1679112000,Bigetron by Vitality,BTR,1,2,EVOS,EVOS,selesai,Branz,/mobilelegends/Branz,EVOS
11,5,2,1679122800,Alter Ego,AE,0,2,ONIC,ONIC,selesai,S A N Z,/mobilelegends/S_A_N_Z,ONIC
11,5,2,1679133600,Rebellion Esports,RBL,1,2,GEEK,Geek Fam ID,selesai,Caderaa,/mobilelegends/Caderaa,GEEK
11,5,3,1679212800,Rebellion Esports,RBL,1,2,AE,Alter Ego,selesai,Rasy,/mobilelegends/Rasy,AE
11,5,3,1679223600,ONIC,ONIC,2,1,AURA,AURA Fire,selesai,Kairi,/mobilelegends/Kairi,ONIC
11,6,1,1679558400,EVOS,EVOS,1,2,RRQ,RRQ Hoshi,selesai,Clayyy,/mobilelegends/Clayyy,RRQ
11,6,1,1679571000,Alter Ego,AE,2,1,GEEK,Geek Fam ID,selesai,Rasy,/mobilelegends/Rasy,AE
11,6,2,1679639400,Bigetron by Vitality,BTR,2,0,RBL,Rebellion Esports,selesai,Super KENN,/mobilelegends/Super_Kenn,BTR
11,6,2,1679650200,AURA Fire,AURA,0,2,EVOS,EVOS,selesai,Branz,/mobilelegends/Branz,EVOS
11,6,2,1679664600,RRQ Hoshi,RRQ,1,2,GEEK,Geek Fam ID,selesai,LUKE,/mobilelegends/Luke,GEEK
11,6,3,1679720400,EVOS,EVOS,0,2,ONIC,ONIC,selesai,S A N Z,/mobilelegends/S_A_N_Z,ONIC
11,6,3,1679731200,RRQ Hoshi,RRQ,2,1,RBL,Rebellion Esports,selesai,Alberttt,/mobilelegends/Alberttt,RRQ
11,6,3,1679743800,AURA Fire,AURA,1,2,AE,Alter Ego,selesai,Rasy,/mobilelegends/Rasy,AE
11,6,3,1679754600,Geek Fam ID,GEEK,0,2,BTR,Bigetron by Vitality,selesai,Morenoo,/mobilelegends/Moreno,BTR
11,6,4,1679803200,AURA Fire,AURA,1,2,RRQ,RRQ Hoshi,selesai,Skylar,/mobilelegends/Skylar,RRQ
11,6,4,1679817600,Rebellion Esports,RBL,0,2,ONIC,ONIC,selesai,CW,/mobilelegends/CW,ONIC
11,6,4,1679830200,Bigetron by Vitality,BTR,2,0,AE,Alter Ego,selesai,Super KENN,/mobilelegends/Super_Kenn,BTR
12,1,1,1689240600,AURA Fire,AURA,1,2,DEWA,Dewa United Esports,selesai,Watt,/mobilelegends/Watt,DEWA
12,1,1,1689250800,Rebellion Esports,RBL,2,1,AE,Alter Ego,selesai,SwayLow,/mobilelegends/SwayLow,RBL
12,1,2,1689330600,Bigetron by Vitality,BTR,2,1,GEEK,Geek Fam ID,selesai,Kenn,/mobilelegends/Super_Kenn,BTR
12,1,2,1689340200,AURA Fire,AURA,0,2,RRQ,RRQ Hoshi,selesai,Clay,/mobilelegends/Clayyy,RRQ
12,1,3,1689408000,Alter Ego,AE,0,2,BTR,Bigetron by Vitality,selesai,Xorizo,/mobilelegends/Xorizo,BTR
12,1,3,1689417000,Dewa United Esports,DEWA,2,1,RBL,Rebellion Esports,selesai,Watt,/mobilelegends/Watt,DEWA
12,1,3,1689427800,RRQ Hoshi,RRQ,2,1,ONIC,ONIC,selesai,Clay,/mobilelegends/Clayyy,RRQ
12,1,4,1689499800,Geek Fam ID,GEEK,0,2,ONIC,ONIC,selesai,Alberttt,/mobilelegends/Alberttt,ONIC
12,1,4,1689508800,Rebellion Esports,RBL,0,2,RRQ,RRQ Hoshi,selesai,Ferxiic,/mobilelegends/Ferxiic,RRQ
12,2,1,1690450200,Bigetron by Vitality,BTR,2,0,DEWA,Dewa United Esports,selesai,VYN,/mobilelegends/VYN,BTR
12,2,1,1690459200,ONIC,ONIC,2,0,AE,Alter Ego,selesai,Alberttt,/mobilelegends/Alberttt,ONIC
12,2,2,1690540200,EVOS,EVOS,2,1,GEEK,Geek Fam ID,selesai,DreamS,/mobilelegends/Dreams,EVOS
12,2,2,1690551000,Dewa United Esports,DEWA,0,2,ONIC,ONIC,selesai,Butsss,/mobilelegends/Butss,ONIC
12,2,3,1690617600,AURA Fire,AURA,0,2,RBL,Rebellion Esports,selesai,AudyTzy,/mobilelegends/AudyTzy,RBL
12,2,3,1690626600,Geek Fam ID,GEEK,2,0,AE,Alter Ego,selesai,Baloyskie,/mobilelegends/Baloyskie,GEEK
12,2,3,1690635600,EVOS,EVOS,1,2,RRQ,RRQ Hoshi,selesai,Naomi,/mobilelegends/Naomi,RRQ
12,2,4,1690709400,Alter Ego,AE,0,2,EVOS,EVOS,selesai,Tazz,/mobilelegends/Tazz,EVOS
12,2,4,1690718400,RRQ Hoshi,RRQ,2,0,BTR,Bigetron by Vitality,selesai,Naomi,/mobilelegends/Naomi,RRQ
12,3,1,1691055000,Bigetron by Vitality,BTR,0,2,AURA,AURA Fire,selesai,Aran,/mobilelegends/Aran,AURA
12,3,1,1691064000,EVOS,EVOS,2,0,DEWA,Dewa United Esports,selesai,VaanStrong,/mobilelegends/Ivann,EVOS
12,3,2,1691145000,Dewa United Esports,DEWA,2,0,GEEK,Geek Fam ID,selesai,Keyz,/mobilelegends/Keyz,DEWA
12,3,2,1691154000,AURA Fire,AURA,2,0,ONIC,ONIC,selesai,Aran,/mobilelegends/Aran,AURA
12,3,3,1691222400,Rebellion Esports,RBL,0,2,BTR,Bigetron by Vitality,selesai,Xorizo,/mobilelegends/Xorizo,BTR
12,3,3,1691231400,Geek Fam ID,GEEK,2,1,RRQ,RRQ Hoshi,selesai,Caderaa,/mobilelegends/Caderaa,GEEK
12,3,3,1691242200,ONIC,ONIC,2,0,EVOS,EVOS,selesai,Kairi,/mobilelegends/Kairi,ONIC
12,3,4,1691314200,ONIC,ONIC,2,1,RBL,Rebellion Esports,selesai,Kairi,/mobilelegends/Kairi,ONIC
12,3,4,1691325000,EVOS,EVOS,2,1,AURA,AURA Fire,selesai,Fluffy,/mobilelegends/Fluffy,EVOS
12,4,1,1691659800,Alter Ego,AE,2,0,DEWA,Dewa United Esports,selesai,PAI,/mobilelegends/Pai,AE
12,4,1,1691668800,AURA Fire,AURA,2,0,GEEK,Geek Fam ID,selesai,VAN,/mobilelegends/VAN,AURA
12,4,2,1691749800,Rebellion Esports,RBL,2,0,EVOS,EVOS,selesai,AudyTzy,/mobilelegends/AudyTzy,RBL
12,4,2,1691758800,Bigetron by Vitality,BTR,0,2,ONIC,ONIC,selesai,Sanz,/mobilelegends/S_A_N_Z,ONIC
12,4,3,1691827200,EVOS,EVOS,1,2,BTR,Bigetron by Vitality,selesai,Kenn,/mobilelegends/Kenn,BTR
12,4,3,1691837100,Geek Fam ID,GEEK,2,0,RBL,Rebellion Esports,selesai,Nnael,/mobilelegends/Nnael,GEEK
12,4,3,1691845200,RRQ Hoshi,RRQ,0,2,AE,Alter Ego,selesai,Rasy,/mobilelegends/Rasy,AE
12,4,4,1691919000,Alter Ego,AE,2,0,AURA,AURA Fire,selesai,Rasy,/mobilelegends/Rasy,AE
12,4,4,1691928000,Dewa United Esports,DEWA,0,2,RRQ,RRQ Hoshi,selesai,Banana,/mobilelegends/Banana,RRQ
12,5,1,1692264600,Dewa United Esports,DEWA,0,2,AURA,AURA Fire,selesai,VAN,/mobilelegends/VAN,AURA
12,5,1,1692273600,Alter Ego,AE,1,2,RBL,Rebellion Esports,selesai,AudyTzy,/mobilelegends/AudyTzy,RBL
12,5,2,1692354600,Geek Fam ID,GEEK,2,0,BTR,Bigetron by Vitality,selesai,Nnael,/mobilelegends/Nnael,GEEK
12,5,2,1692363600,Alter Ego,AE,1,2,RRQ,RRQ Hoshi,selesai,Clay,/mobilelegends/Clayyy,RRQ
12,5,3,1692432000,ONIC,ONIC,0,2,GEEK,Geek Fam ID,selesai,Caderaa,/mobilelegends/Caderaa,GEEK
12,5,3,1692441000,Bigetron by Vitality,BTR,1,2,AE,Alter Ego,selesai,Nino,/mobilelegends/Nino,AE
12,5,3,1692451800,RRQ Hoshi,RRQ,2,1,AURA,AURA Fire,selesai,Naomi,/mobilelegends/Naomi,RRQ
12,5,4,1692523800,Rebellion Esports,RBL,0,2,DEWA,Dewa United Esports,selesai,Dyx0n,/mobilelegends/Dyx0n,DEWA
12,5,4,1692532800,Alter Ego,AE,0,2,ONIC,ONIC,selesai,Kairi,/mobilelegends/Kairi,ONIC
12,6,1,1694079000,RRQ Hoshi,RRQ,1,2,RBL,Rebellion Esports,selesai,AudyTzy,/mobilelegends/AudyTzy,RBL
12,6,1,1694089800,Dewa United Esports,DEWA,2,1,BTR,Bigetron by Vitality,selesai,Shacco,/mobilelegends/Shacco,DEWA
12,6,2,1694169000,Geek Fam ID,GEEK,2,0,EVOS,EVOS,selesai,Baloyskie,/mobilelegends/Baloyskie,GEEK
12,6,2,1694178000,ONIC,ONIC,2,1,DEWA,Dewa United Esports,selesai,CW,/mobilelegends/CW,ONIC
12,6,3,1694246400,EVOS,EVOS,1,2,AE,Alter Ego,selesai,Rasy,/mobilelegends/Rasy,AE
12,6,3,1694256300,Rebellion Esports,RBL,2,0,AURA,AURA Fire,selesai,Karss,/mobilelegends/Karss,RBL
12,6,3,1694264400,ONIC,ONIC,2,0,RRQ,RRQ Hoshi,selesai,Kiboy,/mobilelegends/Kiboy,ONIC
12,6,4,1694338200,Bigetron by Vitality,BTR,1,2,RRQ,RRQ Hoshi,selesai,Banana,/mobilelegends/Banana,RRQ
12,6,4,1694347200,Dewa United Esports,DEWA,2,1,EVOS,EVOS,selesai,Dyx0n,/mobilelegends/Dyx0n,DEWA
12,7,1,1694683800,AURA Fire,AURA,0,2,BTR,Bigetron by Vitality,selesai,Kenn,/mobilelegends/Super_Kenn,BTR
12,7,1,1694692800,Alter Ego,AE,1,2,GEEK,Geek Fam ID,selesai,Luke,/mobilelegends/Luke,GEEK
12,7,2,1694773800,Geek Fam ID,GEEK,0,2,DEWA,Dewa United Esports,selesai,Watt,/mobilelegends/Watt,DEWA
12,7,2,1694782800,ONIC,ONIC,2,0,AURA,AURA Fire,selesai,Kairi,/mobilelegends/Kairi,ONIC
12,7,3,1694851200,Bigetron by Vitality,BTR,0,2,RBL,Rebellion Esports,selesai,AudyTzy,/mobilelegends/AudyTzy,RBL
12,7,3,1694860200,Dewa United Esports,DEWA,1,2,AE,Alter Ego,selesai,Udil,/mobilelegends/Udil,AE
12,7,3,1694871000,RRQ Hoshi,RRQ,2,0,EVOS,EVOS,selesai,Dyrennn,/mobilelegends/Dyrennn,RRQ
12,7,4,1694943000,Rebellion Esports,RBL,0,2,ONIC,ONIC,selesai,Butsss,/mobilelegends/Butss,ONIC
12,7,4,1694952000,AURA Fire,AURA,0,2,EVOS,EVOS,selesai,Sutsujin,/mobilelegends/Sutsujin,EVOS
12,8,1,1695288600,RRQ Hoshi,RRQ,0,2,GEEK,Geek Fam ID,selesai,Caderaa,/mobilelegends/Caderaa,GEEK
12,8,1,1695297600,EVOS,EVOS,2,0,RBL,Rebellion Esports,selesai,VaanStrong,/mobilelegends/Ivann,EVOS
12,8,2,1695378600,Geek Fam ID,GEEK,2,1,AURA,AURA Fire,selesai,Baloyskie,/mobilelegends/Baloyskie,GEEK
12,8,2,1695389400,ONIC,ONIC,2,0,BTR,Bigetron by Vitality,selesai,Sanz,/mobilelegends/S_A_N_Z,ONIC
12,8,3,1695456000,Rebellion Esports,RBL,1,2,GEEK,Geek Fam ID,selesai,Aboy,/mobilelegends/A_B_O_Y,GEEK
12,8,3,1695465900,AURA Fire,AURA,2,1,AE,Alter Ego,selesai,Aran,/mobilelegends/Aran,AURA
12,8,3,1695476700,EVOS,EVOS,1,2,ONIC,ONIC,selesai,Alberttt,/mobilelegends/Alberttt,ONIC
12,8,4,1695547800,Bigetron by Vitality,BTR,2,0,EVOS,EVOS,selesai,Kenn,/mobilelegends/Super_Kenn,BTR
12,8,4,1695556800,RRQ Hoshi,RRQ,2,1,DEWA,Dewa United Esports,selesai,Dyrennn,/mobilelegends/Dyrennn,RRQ
13,1,8,1709884800,Alter Ego,AE,2,0,EVOS,EVOS,selesai,Tazz,/mobilelegends/Tazz,AE
13,1,8,1709897400,Dewa United Esports,DEWA,2,0,RBL,Rebellion Esports,selesai,Drian,/mobilelegends/Drian,DEWA
13,1,9,1709973900,Geek Fam ID,GEEK,0,2,BTR,Bigetron by Vitality,selesai,EMANN,/mobilelegends/EMANN,BTR
13,1,9,1709983800,Rebellion Esports,RBL,1,2,AE,Alter Ego,selesai,Tazz,/mobilelegends/Tazz,AE
13,1,9,1709994000,AURA Fire,AURA,0,2,DEWA,Dewa United Esports,selesai,Kimura,/mobilelegends/Kimura,DEWA
13,1,10,1710057600,ONIC,ONIC,2,0,GEEK,Geek Fam ID,selesai,CW,/mobilelegends/CW,ONIC
13,1,10,1710070200,RRQ Hoshi,RRQ,2,1,AURA,AURA Fire,selesai,Skylar,/mobilelegends/Skylar,RRQ
13,1,10,1710080400,Bigetron by Vitality,BTR,2,0,EVOS,EVOS,selesai,EMANN,/mobilelegends/EMANN,BTR
13,2,15,1710489600,Rebellion Esports,RBL,2,0,RRQ,RRQ Hoshi,selesai,Vincentt,/mobilelegends/Vincentt,RBL
13,2,15,1710502200,EVOS,EVOS,0,2,AURA,AURA Fire,selesai,Yawi,/mobilelegends/Yawi,AURA
13,2,16,1710576000,Bigetron by Vitality,BTR,1,2,AE,Alter Ego,selesai,Cr1te,/mobilelegends/Cr1te,AE
13,2,16,1710588600,RRQ Hoshi,RRQ,0,2,ONIC,ONIC,selesai,Alberttt,/mobilelegends/Alberttt,ONIC
13,2,16,1710598800,EVOS,EVOS,1,2,GEEK,Geek Fam ID,selesai,Aboy,/mobilelegends/A_B_O_Y,GEEK
13,2,17,1710662400,Alter Ego,AE,1,2,ONIC,ONIC,selesai,Kiboy,/mobilelegends/Kiboy,ONIC
13,2,17,1710675000,Dewa United Esports,DEWA,0,2,BTR,Bigetron by Vitality,selesai,EMANN,/mobilelegends/EMANN,BTR
13,2,17,1710685200,AURA Fire,AURA,2,0,RBL,Rebellion Esports,selesai,Yawi,/mobilelegends/Yawi,AURA
13,3,22,1711094400,ONIC,ONIC,1,2,AURA,AURA Fire,selesai,Yehezkiel,/mobilelegends/Yehezkiel,AURA
13,3,22,1711107000,EVOS,EVOS,2,1,DEWA,Dewa United Esports,selesai,Claw Kun,/mobilelegends/Claw_Kun,EVOS
13,3,23,1711180800,AURA Fire,AURA,1,2,BTR,Bigetron by Vitality,selesai,EMANN,/mobilelegends/EMANN,BTR
13,3,23,1711193400,RRQ Hoshi,RRQ,2,1,EVOS,EVOS,selesai,Irrad,/mobilelegends/Irrad,RRQ
13,3,23,1711203600,Geek Fam ID,GEEK,2,1,AE,Alter Ego,selesai,Aboy,/mobilelegends/A_B_O_Y,GEEK
13,3,24,1711267200,Rebellion Esports,RBL,2,1,ONIC,ONIC,selesai,Karss,/mobilelegends/Karss,RBL
13,3,24,1711279800,Bigetron by Vitality,BTR,2,1,RRQ,RRQ Hoshi,selesai,Moreno,/mobilelegends/Moreno,BTR
13,3,24,1711290000,Dewa United Esports,DEWA,1,2,GEEK,Geek Fam ID,selesai,Hazle,/mobilelegends/Hazle,GEEK
13,4,29,1711699200,ONIC,ONIC,1,2,DEWA,Dewa United Esports,selesai,Keyz,/mobilelegends/Keyz,DEWA
13,4,29,1711711800,Bigetron by Vitality,BTR,2,0,RBL,Rebellion Esports,selesai,Kenn,/mobilelegends/Super_Kenn,BTR
13,4,30,1711785600,AURA Fire,AURA,2,0,GEEK,Geek Fam ID,selesai,Gugun,/mobilelegends/Gugun,AURA
13,4,30,1711798200,ONIC,ONIC,2,0,BTR,Bigetron by Vitality,selesai,Sanz,/mobilelegends/S_A_N_Z,ONIC
13,4,30,1711808400,RRQ Hoshi,RRQ,2,0,AE,Alter Ego,selesai,Skylar,/mobilelegends/Skylar,RRQ
13,4,31,1711872000,Rebellion Esports,RBL,1,2,EVOS,EVOS,selesai,Anavel,/mobilelegends/Anavel,EVOS
13,4,31,1711884600,Geek Fam ID,GEEK,2,1,RRQ,RRQ Hoshi,selesai,Aboy,/mobilelegends/A_B_O_Y,GEEK
13,4,31,1711894800,Alter Ego,AE,2,0,DEWA,Dewa United Esports,selesai,Tazz,/mobilelegends/Tazz,AE
13,5,19,1713513600,Geek Fam ID,GEEK,1,2,RBL,Rebellion Esports,selesai,Deee,/mobilelegends/Deee,RBL
13,5,19,1713524400,EVOS,EVOS,2,0,ONIC,ONIC,selesai,Branz,/mobilelegends/Branz,EVOS
13,5,20,1713600000,Dewa United Esports,DEWA,2,1,RRQ,RRQ Hoshi,selesai,Drian,/mobilelegends/Drian,DEWA
13,5,20,1713610800,Alter Ego,AE,1,2,AURA,AURA Fire,selesai,Yehezkiel,/mobilelegends/Yehezkiel,AURA
13,5,20,1713621000,EVOS,EVOS,2,1,BTR,Bigetron by Vitality,selesai,DreamS,/mobilelegends/Dreams,EVOS
13,5,21,1713686400,Alter Ego,AE,1,2,RBL,Rebellion Esports,selesai,Karss,/mobilelegends/Karss,RBL
13,5,21,1713697200,Geek Fam ID,GEEK,1,2,ONIC,ONIC,selesai,Kairi,/mobilelegends/Kairi,ONIC
13,5,21,1713708900,Dewa United Esports,DEWA,0,2,AURA,AURA Fire,selesai,Gugun,/mobilelegends/Gugun,AURA
13,6,26,1714118400,Bigetron by Vitality,BTR,2,0,GEEK,Geek Fam ID,selesai,EMANN,/mobilelegends/EMANN,BTR
13,6,26,1714129200,AURA Fire,AURA,1,2,RRQ,RRQ Hoshi,selesai,Skylar,/mobilelegends/Skylar,RRQ
13,6,27,1714204800,Geek Fam ID,GEEK,2,1,EVOS,EVOS,selesai,Caderaa,/mobilelegends/Caderaa,GEEK
13,6,27,1714215600,Rebellion Esports,RBL,2,1,DEWA,Dewa United Esports,selesai,Deee,/mobilelegends/Deee,RBL
13,6,27,1714225800,ONIC,ONIC,2,1,AE,Alter Ego,selesai,Kairi,/mobilelegends/Kairi,ONIC
13,6,28,1714291200,Dewa United Esports,DEWA,1,2,ONIC,ONIC,selesai,CW,/mobilelegends/CW,ONIC
13,6,28,1714302000,Alter Ego,AE,0,2,BTR,Bigetron by Vitality,selesai,EMANN,/mobilelegends/EMANN,BTR
13,6,28,1714312200,RRQ Hoshi,RRQ,2,0,RBL,Rebellion Esports,selesai,Skylar,/mobilelegends/Skylar,RRQ
13,7,3,1714723200,Rebellion Esports,RBL,2,0,AURA,AURA Fire,selesai,Karss,/mobilelegends/Karss,RBL
13,7,3,1714734000,Bigetron by Vitality,BTR,2,0,DEWA,Dewa United Esports,selesai,Kyy,/mobilelegends/Kyy,BTR
13,7,4,1714809600,AURA Fire,AURA,1,2,ONIC,ONIC,selesai,Sanz,/mobilelegends/S_A_N_Z,ONIC
13,7,4,1714822200,EVOS,EVOS,2,1,AE,Alter Ego,selesai,Anavel,/mobilelegends/Anavel,EVOS
13,7,4,1714833000,RRQ Hoshi,RRQ,0,2,BTR,Bigetron by Vitality,selesai,Kenn,/mobilelegends/Super_Kenn,BTR
13,7,5,1714896000,Dewa United Esports,DEWA,1,2,EVOS,EVOS,selesai,Anavel,/mobilelegends/Anavel,EVOS
13,7,5,1714907700,Alter Ego,AE,0,2,GEEK,Geek Fam ID,selesai,Luke,/mobilelegends/Luke,GEEK
13,7,5,1714917000,ONIC,ONIC,2,0,RRQ,RRQ Hoshi,selesai,CW,/mobilelegends/CW,ONIC
13,8,10,1715328000,Geek Fam ID,GEEK,2,1,DEWA,Dewa United Esports,selesai,Baloyskie,/mobilelegends/Baloyskie,GEEK
13,8,10,1715338800,Bigetron by Vitality,BTR,2,0,AURA,AURA Fire,selesai,Kenn,/mobilelegends/Super_Kenn,BTR
13,8,11,1715414400,Dewa United Esports,DEWA,0,2,AE,Alter Ego,selesai,Rasy,/mobilelegends/Rasy,AE
13,8,11,1715425200,EVOS,EVOS,2,1,RRQ,RRQ Hoshi,selesai,Claw Kun,/mobilelegends/Claw_Kun,EVOS
13,8,11,1715435400,ONIC,ONIC,2,0,RBL,Rebellion Esports,selesai,Sanz,/mobilelegends/S_A_N_Z,ONIC
13,8,12,1715500800,RRQ Hoshi,RRQ,0,2,GEEK,Geek Fam ID,selesai,Baloyskie,/mobilelegends/Baloyskie,GEEK
13,8,12,1715511600,Rebellion Esports,RBL,1,2,BTR,Bigetron by Vitality,selesai,EMANN,/mobilelegends/EMANN,BTR
13,8,12,1715521800,AURA Fire,AURA,2,0,EVOS,EVOS,selesai,Kabuki,/mobilelegends/Kabuki,AURA
13,9,17,1715932800,Geek Fam ID,GEEK,2,1,AURA,AURA Fire,selesai,Baloyskie,/mobilelegends/Baloyskie,GEEK
13,9,17,1715943600,RRQ Hoshi,RRQ,2,0,DEWA,Dewa United Esports,selesai,Skylar,/mobilelegends/Skylar,RRQ
13,9,18,1716019200,EVOS,EVOS,2,1,RBL,Rebellion Esports,selesai,Fluffy,/mobilelegends/Fluffy,EVOS
13,9,18,1716030000,Alter Ego,AE,1,2,RRQ,RRQ Hoshi,selesai,Skylar,/mobilelegends/Skylar,RRQ
13,9,18,1716040200,Bigetron by Vitality,BTR,2,0,ONIC,ONIC,selesai,EMANN,/mobilelegends/EMANN,BTR
13,9,19,1716105600,AURA Fire,AURA,2,0,AE,Alter Ego,selesai,Yawi,/mobilelegends/Yawi,AURA
13,9,19,1716116400,ONIC,ONIC,2,1,EVOS,EVOS,selesai,Kiboy,/mobilelegends/Kiboy,ONIC
13,9,19,1716126600,Rebellion Esports,RBL,1,2,GEEK,Geek Fam ID,selesai,Luke,/mobilelegends/Luke,GEEK
14,1,9,1723191300,ONIC,FNOC,2,0,TLID,Team Liquid ID,selesai,Lutpiii,/mobilelegends/Lutpiii,FNOC
14,1,9,1723202100,EVOS,EVOS,1,2,DEWA,Dewa United Esports,selesai,Reyy,/mobilelegends/Reyy,DEWA
14,1,10,1723277700,Team Liquid ID,TLID,0,2,BTR,Bigetron by Vitality,selesai,Moreno,/mobilelegends/Moreno,BTR
14,1,10,1723288500,RRQ Hoshi,RRQ,2,0,EVOS,EVOS,selesai,Idok,/mobilelegends/Idok,RRQ
14,1,10,1723299300,Geek Fam ID,GEEK,1,2,AE,Alter Ego,selesai,Nnael,/mobilelegends/Nnael,AE
14,1,11,1723364100,Rebellion Esports,RBL,1,2,FNOC,ONIC,selesai,Alberttt,/mobilelegends/Alberttt,FNOC
14,1,11,1723374900,Bigetron by Vitality,BTR,2,1,RRQ,RRQ Hoshi,selesai,Kyy,/mobilelegends/Kyy,BTR
14,1,11,1723385700,Dewa United Esports,DEWA,2,0,GEEK,Geek Fam ID,selesai,Xorizo,/mobilelegends/Xorizo,DEWA
14,2,16,1723796100,Rebellion Esports,RBL,0,2,RRQ,RRQ Hoshi,selesai,Skylar,/mobilelegends/Skylar,RRQ
14,2,16,1723806900,EVOS,EVOS,1,2,TLID,Team Liquid ID,selesai,Faviannn,/mobilelegends/Faviannn,TLID
14,2,17,1723882500,Bigetron by Vitality,BTR,2,0,AE,Alter Ego,selesai,EMANN,/mobilelegends/EMANN,BTR
14,2,17,1723893300,RRQ Hoshi,RRQ,2,0,FNOC,ONIC,selesai,Sutsujin,/mobilelegends/Sutsujin,RRQ
14,2,17,1723904100,EVOS,EVOS,1,2,GEEK,Geek Fam ID,selesai,Mas4ko,/mobilelegends/Mas4Ko,GEEK
14,2,18,1723968900,Dewa United Esports,DEWA,0,2,BTR,Bigetron by Vitality,selesai,Moreno,/mobilelegends/Moreno,BTR
14,2,18,1723979700,Alter Ego,AE,0,2,FNOC,ONIC,selesai,Kairi,/mobilelegends/Kairi,FNOC
14,2,18,1723990500,Team Liquid ID,TLID,2,0,RBL,Rebellion Esports,selesai,Yehezkiel,/mobilelegends/Yehezkiel,TLID
14,3,23,1724400900,ONIC,FNOC,1,2,GEEK,Geek Fam ID,selesai,Baloyskie,/mobilelegends/Baloyskie,GEEK
14,3,23,1724411700,Dewa United Esports,DEWA,2,0,RBL,Rebellion Esports,selesai,Muezzaa,/mobilelegends/Muezzaa,DEWA
14,3,24,1724484600,Geek Fam ID,GEEK,2,1,BTR,Bigetron by Vitality,selesai,Aboy,/mobilelegends/A_B_O_Y,GEEK
14,3,24,1724495400,Alter Ego,AE,1,2,EVOS,EVOS,selesai,DreamS,/mobilelegends/Dreams,EVOS
14,3,24,1724506200,Team Liquid ID,TLID,2,0,DEWA,Dewa United Esports,selesai,Faviannn,/mobilelegends/Faviannn,TLID
14,3,25,1724571000,Rebellion Esports,RBL,1,2,AE,Alter Ego,selesai,Nnael,/mobilelegends/Nnael,AE
14,3,25,1724581800,RRQ Hoshi,RRQ,2,0,TLID,Team Liquid ID,selesai,Skylar,/mobilelegends/Skylar,RRQ
14,3,25,1724592600,Bigetron by Vitality,BTR,2,1,EVOS,EVOS,selesai,Moreno,/mobilelegends/Moreno,BTR
14,4,30,1725005700,ONIC,FNOC,2,1,DEWA,Dewa United Esports,selesai,Kiboy,/mobilelegends/Kiboy,FNOC
14,4,30,1725016500,Bigetron by Vitality,BTR,2,1,RBL,Rebellion Esports,selesai,EMANN,/mobilelegends/EMANN,BTR
14,4,31,1725089400,Team Liquid ID,TLID,2,1,GEEK,Geek Fam ID,selesai,AeronnShikii,/mobilelegends/AeronnShikii,TLID
14,4,31,1725100200,ONIC,FNOC,2,1,BTR,Bigetron by Vitality,selesai,Kairi,/mobilelegends/Kairi,FNOC
14,4,31,1725111000,RRQ Hoshi,RRQ,2,1,AE,Alter Ego,selesai,Sutsujin,/mobilelegends/Sutsujin,RRQ
14,4,1,1725175800,Rebellion Esports,RBL,2,0,EVOS,EVOS,selesai,Matt,/mobilelegends/Matt,RBL
14,4,1,1725186600,Geek Fam ID,GEEK,1,2,RRQ,RRQ Hoshi,selesai,Skylar,/mobilelegends/Skylar,RRQ
14,4,1,1725197400,Alter Ego,AE,2,0,DEWA,Dewa United Esports,selesai,Nnael,/mobilelegends/Nnael,AE
14,5,6,1725610500,Geek Fam ID,GEEK,2,0,RBL,Rebellion Esports,selesai,Caderaa,/mobilelegends/Caderaa,GEEK
14,5,6,1725621300,EVOS,EVOS,0,2,FNOC,ONIC,selesai,Alberttt,/mobilelegends/Alberttt,FNOC
14,5,7,1725694200,Dewa United Esports,DEWA,1,2,RRQ,RRQ Hoshi,selesai,Skylar,/mobilelegends/Skylar,RRQ
14,5,7,1725705000,Alter Ego,AE,0,2,TLID,Team Liquid ID,selesai,AeronnShikii,/mobilelegends/AeronnShikii,TLID
14,5,7,1725715800,EVOS,EVOS,0,2,BTR,Bigetron by Vitality,selesai,Luke,/mobilelegends/Luke,BTR
