season,kode,pemain_id,grup,role,negara,catatan,nama_periode,juara
18,EVOS,Ryzaa,Main,Mid,Indonesia,,EVOS,False
18,EVOS,Erlan,Main,Gold,Indonesia,,EVOS,False
18,EVOS,Muezzaa,Main,Roam,Indonesia,,EVOS,False
18,EVOS,Vell,Subs,EXP,Indonesia,,EVOS,False
18,EVOS,DrianW,Former,Mid,Indonesia,Left,EVOS,False
18,EVOS,Bravo,Former,,Indonesia,Left,EVOS,False
18,EVOS,Aldo,Staff,,Indonesia,Head Coach,EVOS,False
18,EVOS,SamoHt,Staff,,Indonesia,Analyst,EVOS,False
18,DEWA,QINN,Main,EXP,Philippines,,Dewa United Esports,False
18,DEWA,Hazle,Main,Jungle,Indonesia,,Dewa United Esports,False
18,DEWA,Octa,Main,Mid,Indonesia,,Dewa United Esports,False
18,DEWA,Maybeee,Main,Gold,Indonesia,,Dewa United Esports,False
18,DEWA,KESUUU,Main,Roam,Indonesia,,Dewa United Esports,False
18,DEWA,Shane,Subs,Roam,Indonesia,,Dewa United Esports,False
18,DEWA,RuL_Good,Subs,Flex,Indonesia,DNP,Dewa United Esports,False
18,DEWA,Kayn,Former,Jungle,Philippines,Left,Dewa United Esports,False
18,DEWA,Right,Staff,,Philippines,Head Coach,Dewa United Esports,False
18,DEWA,Link,Staff,,Philippines,Assistant Coach,Dewa United Esports,False
18,DEWA,Okky,Staff,,Indonesia,Analyst,Dewa United Esports,False
18,GEEK,MarceL,Main,EXP,Indonesia,,Geek Fam ID,False
18,GEEK,Nazara,Main,Jungle,Indonesia,,Geek Fam ID,False
18,GEEK,A_B_O_Y,Main,Mid,Indonesia,Captain,Geek Fam ID,False
18,GEEK,KennzyySkie,Main,Gold,Indonesia,,Geek Fam ID,False
18,GEEK,Frenzyy,Main,Roam,Indonesia,,Geek Fam ID,False
18,GEEK,Febriii,Subs,EXP,Indonesia,,Geek Fam ID,False
18,GEEK,Maykids,Subs,Jungle,Indonesia,,Geek Fam ID,False
18,GEEK,AudyTzy,Former,Roam,Indonesia,Left,Geek Fam ID,False
18,GEEK,Erpang,Staff,,Indonesia,Head Coach,Geek Fam ID,False
18,GEEK,Vivy,Staff,,Indonesia,Assistant Coach,Geek Fam ID,False
18,NAVI,Karss,Main,EXP,Indonesia,Captain,Natus Vincere,False
18,NAVI,Coolfire,Main,Jungle,Indonesia,,Natus Vincere,False
18,NAVI,Jizeezeze,Main,Mid,Indonesia,,Natus Vincere,False
18,NAVI,Zeonn,Main,Gold,Indonesia,,Natus Vincere,False
18,NAVI,Aprho,Main,Roam,Indonesia,,Natus Vincere,False
18,NAVI,Febbb,Subs,EXP,Indonesia,DNP,Natus Vincere,False
18,NAVI,Andoryuuu,Subs,Jungle,Philippines,,Natus Vincere,False
18,NAVI,YnoT,Staff,,Philippines,Head Coach,Natus Vincere,False
18,NAVI,Jacklee,Staff,,Indonesia,Assistant Coach,Natus Vincere,False
18,NAVI,H_a_n,Staff,,Indonesia,Analyst,Natus Vincere,False
18,ONIC,Lutpiii,Main,EXP,Indonesia,,ONIC,False
18,ONIC,Kairi,Main,Jungle,Philippines,,ONIC,False
18,ONIC,S_A_N_Z,Main,Mid,Indonesia,,ONIC,False
18,ONIC,Kelra,Main,Gold,Philippines,,ONIC,False
18,ONIC,Kiboy,Main,Roam,Indonesia,Captain,ONIC,False
18,ONIC,SamueL,Subs,Roam,Indonesia,,ONIC,False
18,ONIC,CW,Staff,,Indonesia,Head Coach,ONIC,False
18,ONIC,Baloyskie,Staff,,Philippines,Assistant Coach,ONIC,False
18,RRQ,Lynchh,Main,EXP,Indonesia,,RRQ Hoshi,False
18,RRQ,Demonkite,Main,Jungle,Philippines,,RRQ Hoshi,False
18,RRQ,Rinz,Main,Mid,Indonesia,,RRQ Hoshi,False
18,RRQ,Sutsujin,Main,Gold,Indonesia,,RRQ Hoshi,False
18,RRQ,Idok,Main,Roam,Indonesia,,RRQ Hoshi,False
18,RRQ,Clayyy,Subs,Mid,Indonesia,,RRQ Hoshi,False
18,RRQ,KurooKy,Subs,Gold,Indonesia,DNP,RRQ Hoshi,False
18,RRQ,Excellent99,Subs,Roam,Indonesia,,RRQ Hoshi,False
18,RRQ,Adi,Staff,,Indonesia,Head Coach,RRQ Hoshi,False
18,RRQ,Caleb,Staff,,Indonesia,Assistant Coach,RRQ Hoshi,False
18,TLID,Aran,Main,EXP,Indonesia,Captain,Team Liquid ID,False
18,TLID,JOOOOO,Main,Jungle,Indonesia,,Team Liquid ID,False
18,TLID,Drichel,Main,Mid,Indonesia,,Team Liquid ID,False
18,TLID,Jull,Main,Gold,Indonesia,,Team Liquid ID,False
18,TLID,Lyoni,Main,Roam,Indonesia,,Team Liquid ID,False
18,TLID,NenShikii,Subs,Mid,Indonesia,DNP,Team Liquid ID,False
18,TLID,Honjaw,Staff,,Indonesia,Head Coach,Team Liquid ID,False
18,TLID,Facehugger,Staff,,Indonesia,Analyst,Team Liquid ID,False
